CHG_ATM 1 1 MOLEC CI 6.800000e-02 1.701101e-01 
CHG_ATM 1 2 MOLEC I1 -3.400000e-02 -5.210308e-01 
CHG_ATM 1 3 MOLEC I2 -3.400000e-02 9.534743e-01 
C06_NRM 67 67 I I 4.050100e-02 1.920931e+03 
C06_NEI 67 67 I I 4.050100e-02 0.000000e+00 
C12_NRM 67 67 I I 1.601500e-04 -2.429259e+05 
C12_NEI 67 67 I I 1.601500e-04 0.000000e+00 
C06_NRM 67 69 I CX2 1.872900e-02 1.920198e+03 
C06_NEI 67 69 I CX2 1.872900e-02 0.000000e+00 
C12_NRM 67 69 I CX2 5.308200e-05 -2.979932e+05 
C12_NEI 67 69 I CX2 5.308200e-05 0.000000e+00 
C06_NRM 69 69 CX2 CX2 8.661300e-03 4.960100e+02 
C06_NEI 69 69 CX2 CX2 8.661300e-03 0.000000e+00 
C12_NRM 69 69 CX2 CX2 1.484500e-05 -1.106852e+05 
C12_NEI 69 69 CX2 CX2 1.484500e-05 0.000000e+00 
