CHG_ATM 1 1 MOLEC CI 6.800000e-02 8.408710e+00 
CHG_ATM 1 2 MOLEC I1 -3.400000e-02 -3.490880e+01 
CHG_ATM 1 3 MOLEC I2 -3.400000e-02 6.470510e+01 
C06_NRM 67 67 I I 4.050100e-02 4.691899e+04 
C06_NEI 67 67 I I 4.050100e-02 0.000000e+00 
C12_NRM 67 67 I I 1.601500e-04 -8.912235e+06 
C12_NEI 67 67 I I 1.601500e-04 0.000000e+00 
C06_NRM 67 69 I CX2 1.872900e-02 4.601797e+04 
C06_NEI 67 69 I CX2 1.872900e-02 0.000000e+00 
C12_NRM 67 69 I CX2 5.308200e-05 -1.064325e+07 
C12_NEI 67 69 I CX2 5.308200e-05 0.000000e+00 
C06_NRM 69 69 CX2 CX2 8.661300e-03 1.217039e+04 
C06_NEI 69 69 CX2 CX2 8.661300e-03 0.000000e+00 
C12_NRM 69 69 CX2 CX2 1.484500e-05 -4.197373e+06 
C12_NEI 69 69 CX2 CX2 1.484500e-05 0.000000e+00 
