CHG_ATM 1 1 MOLEC CI 1.210000e-01 4.783352e+00 
CHG_ATM 1 2 MOLEC I -1.210000e-01 -9.277878e+00 
C06_NRM 67 67 I I 4.050100e-02 6.615037e+02 
C06_NEI 67 67 I I 4.050100e-02 0.000000e+00 
C12_NRM 67 67 I I 1.601500e-04 -7.235348e+04 
C12_NEI 67 67 I I 1.601500e-04 0.000000e+00 
C06_NRM 67 68 I CX 2.146300e-02 1.690409e+03 
C06_NEI 67 68 I CX 2.146300e-02 0.000000e+00 
C12_NRM 67 68 I CX 6.525600e-05 -2.971108e+05 
C12_NEI 67 68 I CX 6.525600e-05 0.000000e+00 
C06_NRM 68 68 CX CX 1.137400e-02 8.215309e+02 
C06_NEI 68 68 CX CX 1.137400e-02 0.000000e+00 
C12_NRM 68 68 CX CX 2.418700e-05 -1.679979e+05 
C12_NEI 68 68 CX CX 2.418700e-05 0.000000e+00 
