CHG_ATM 1 1 MOLEC CI 1.210000e-01 -1.400311e+01 
CHG_ATM 1 2 MOLEC I -1.210000e-01 -9.727500e+01 
C06_NRM 67 67 I I 4.050100e-02 1.894476e+04 
C06_NEI 67 67 I I 4.050100e-02 0.000000e+00 
C12_NRM 67 67 I I 1.601500e-04 -3.272361e+06 
C12_NEI 67 67 I I 1.601500e-04 0.000000e+00 
C06_NRM 67 68 I CX 2.146300e-02 4.822073e+04 
C06_NEI 67 68 I CX 2.146300e-02 0.000000e+00 
C12_NRM 67 68 I CX 6.525600e-05 -1.283485e+07 
C12_NEI 67 68 I CX 6.525600e-05 0.000000e+00 
C06_NRM 68 68 CX CX 1.137400e-02 2.522977e+04 
C06_NEI 68 68 CX CX 1.137400e-02 0.000000e+00 
C12_NRM 68 68 CX CX 2.418700e-05 -8.381693e+06 
C12_NEI 68 68 CX CX 2.418700e-05 0.000000e+00 
