   1   3.8000000e+02   1.1550101e-01   9.0000000e+01
   2   4.2000000e+02   1.2768574e-01   9.0000000e+01
   3   4.0500000e+02   1.2177061e-01   9.6000000e+01
   4   4.7500000e+02   1.4008261e-01   1.0000000e+02
   5   4.2000000e+02   1.2122177e-01   1.0300000e+02
   6   4.9000000e+02   1.4028506e-01   1.0400000e+02
   7   4.6500000e+02   1.2788754e-01   1.0800000e+02
   8   2.8500000e+02   7.6912479e-02   1.0950000e+02
   9   3.2000000e+02   8.6386140e-02   1.0950000e+02
  10   3.8000000e+02   1.0262668e-01   1.0950000e+02
  11   4.2500000e+02   1.1480708e-01   1.0950000e+02
  12   4.5000000e+02   1.2157397e-01   1.0950000e+02
  13   5.2000000e+02   1.4052124e-01   1.0950000e+02
  14   4.5000000e+02   1.2142334e-01   1.0960000e+02
  15   5.3000000e+02   1.4048747e-01   1.1100000e+02
  16   5.4500000e+02   1.4045138e-01   1.1300000e+02
  17   5.0000000e+01   1.2296570e-02   1.1500000e+02
  18   4.6000000e+02   1.1488482e-01   1.1500000e+02
  19   6.1000000e+02   1.5241650e-01   1.1500000e+02
  20   4.6500000e+02   1.1421859e-01   1.1600000e+02
  21   6.2000000e+02   1.5236094e-01   1.1600000e+02
  22   6.3500000e+02   1.5336019e-01   1.1700000e+02
  23   3.9000000e+02   8.8910434e-02   1.2000000e+02
  24   4.4500000e+02   1.0147593e-01   1.2000000e+02
  25   5.0500000e+02   1.1518373e-01   1.2000000e+02
  26   5.3000000e+02   1.2089532e-01   1.2000000e+02
  27   5.6000000e+02   1.2774922e-01   1.2000000e+02
  28   6.7000000e+02   1.5288018e-01   1.2000000e+02
  29   7.8000000e+02   1.7801113e-01   1.2000000e+02
  30   6.8500000e+02   1.5312732e-01   1.2100000e+02
  31   7.0000000e+02   1.5317431e-01   1.2200000e+02
  32   4.1500000e+02   8.8743846e-02   1.2300000e+02
  33   7.3000000e+02   1.5266919e-01   1.2400000e+02
  34   3.7500000e+02   7.6490216e-02   1.2500000e+02
  35   7.5000000e+02   1.5314080e-01   1.2500000e+02
  36   5.7500000e+02   1.1448735e-01   1.2600000e+02
  37   6.4000000e+02   1.2744672e-01   1.2600000e+02
  38   7.7000000e+02   1.5336544e-01   1.2600000e+02
  39   7.6000000e+02   1.2775497e-01   1.3200000e+02
  40   2.2150000e+03   1.2112698e-01   1.5500000e+02
  41   9.1350000e+04   7.2640156e-02   1.8000000e+02
  42   4.3400000e+02   1.1724316e-01   1.0950000e+02
  43   4.8400000e+02   1.3376523e-01   1.0757000e+02
  44   6.3200000e+02   1.6689058e-01   1.1130000e+02
  45   4.6900000e+02   1.4024534e-01   9.7400000e+01
  46   5.0300000e+02   1.4026005e-01   1.0675000e+02
  47   4.4300000e+02   1.2108416e-01   1.0853000e+02
  48   6.1800000e+02   1.6704740e-01   1.0950000e+02
  49   5.0700000e+02   1.4008648e-01   1.0760000e+02
  50   4.4800000e+02   1.2103261e-01   1.0950000e+02
  51   5.2400000e+02   1.4017954e-01   1.1030000e+02
  52   5.3200000e+02   1.4025677e-01   1.1140000e+02
  53   6.3600000e+02   1.5305438e-01   1.1720000e+02
  54   6.9000000e+02   1.5294820e-01   1.2140000e+02
  55   9.1350000e+04   7.2640156e-02   1.8000000e+02
  56   1.0000000e+04   7.2640156e-02   1.8000000e+02
