B1201  1  2  55
B1201  1  3  55
C1201  1  2  40
C1201  1  3  40
F1201  1  2  54
F1201  1  3  54
I1101  1  2  56
I1201  1  2  56
I1201  1  3  56
I1301  1  2  56
I1301  1  3  56
I1301  1  4  56
I1401  1  2  56
I1401  1  3  56
I1401  1  4  56
I1401  1  5  56
