B1201  2  1  3  48
C1201  2  1  3  48
F1201  2  1  3  48
I1201  2  1  3  48
I1301  2  1  3  48
I1301  2  1  4  48
I1301  3  1  4  48
I1401  2  1  3  48
I1401  2  1  4  48
I1401  2  1  5  48
I1401  3  1  4  48
I1401  3  1  5  48
I1401  4  1  5  48
