   1   1.5700000e+07   3.1400000e+05   1.0000000e-01
   2   1.8700000e+07   3.7400000e+05   1.0000000e-01
   3   1.2300000e+07   2.9227260e+05   1.0900000e-01
   4   3.7000000e+07   9.2825600e+05   1.1200000e-01
   5   1.6600000e+07   5.0228280e+05   1.2300000e-01
   6   1.3400000e+07   4.1875000e+05   1.2500000e-01
   7   1.2000000e+07   4.1817600e+05   1.3200000e-01
   8   8.8700000e+06   3.1380286e+05   1.3300000e-01
   9   1.0600000e+07   3.7500680e+05   1.3300000e-01
  10   1.1800000e+07   4.1746040e+05   1.3300000e-01
  11   1.0500000e+07   3.7707600e+05   1.3400000e-01
  12   1.1700000e+07   4.2017040e+05   1.3400000e-01
  13   1.0200000e+07   3.7731840e+05   1.3600000e-01
  14   1.1000000e+07   4.1896800e+05   1.3800000e-01
  15   8.6600000e+06   3.3463972e+05   1.3900000e-01
  16   1.0800000e+07   4.1733360e+05   1.3900000e-01
  17   8.5400000e+06   3.3476800e+05   1.4000000e-01
  18   8.1800000e+06   3.3454564e+05   1.4300000e-01
  19   9.2100000e+06   3.7667058e+05   1.4300000e-01
  20   6.1000000e+06   2.5122545e+05   1.4350000e-01
  21   8.7100000e+06   3.7642878e+05   1.4700000e-01
  22   5.7300000e+06   2.5101984e+05   1.4800000e-01
  23   7.6400000e+06   3.3469312e+05   1.4800000e-01
  24   8.6000000e+06   3.7674880e+05   1.4800000e-01
  25   8.3700000e+06   3.7665000e+05   1.5000000e-01
  26   5.4300000e+06   2.5090944e+05   1.5200000e-01
  27   7.1500000e+06   3.3474870e+05   1.5300000e-01
  28   4.8400000e+06   2.5091528e+05   1.6100000e-01
  29   4.7200000e+06   2.5081136e+05   1.6300000e-01
  30   2.7200000e+06   1.7236096e+05   1.7800000e-01
  31   5.9400000e+06   3.7640592e+05   1.7800000e-01
  32   5.6200000e+06   3.7641636e+05   1.8300000e-01
  33   3.5900000e+06   2.5107742e+05   1.8700000e-01
  34   6.4000000e+05   5.0181120e+04   1.9800000e-01
  35   6.2800000e+05   5.0240000e+04   2.0000000e-01
  36   5.0300000e+06   4.1865696e+05   2.0400000e-01
  37   5.4000000e+05   5.2748280e+04   2.2100000e-01
  38   2.3200000e+07   4.6400000e+05   1.0000000e-01
  39   1.2100000e+07   2.9282000e+05   1.1000000e-01
  40   8.1200000e+06   5.0190759e+05   1.7580000e-01
  41   8.0400000e+06   3.7641672e+05   1.5300000e-01
  42   4.9500000e+06   3.7182472e+05   1.9379900e-01
  43   8.1000000e+06   5.0181120e+05   1.7600000e-01
  44   1.3100000e+07   4.1925895e+05   1.2650000e-01
  45   1.0300000e+07   3.7543500e+05   1.3500000e-01
  46   8.7100000e+06   4.6453153e+05   1.6329900e-01
  47   2.6800000e+06   2.9308843e+05   2.3383900e-01
  48   2.9800000e+06   5.0221475e+05   2.9028300e-01
  49   2.3900000e+06   3.7311559e+05   2.7938800e-01
  50   2.1900000e+06   3.7138473e+05   2.9118900e-01
  51   3.9700000e+06   3.4252596e+05   2.0770000e-01
  52   3.0400000e+06   5.0222492e+05   2.8740700e-01
  53   2.5114150e+07     5.02283e+05     1.00000e-01
  54   1.5089163e+07   5.5000000e+05   1.3500000e-01
  55   6.9500000E+06   5.0179000E+05   1.9000000e-01
  56   5.6689342e+06   5.0000000e+05   2.1000000e-01
